From	Entry	Entry Name	Gene Names
9606.ENSP00000380351	O95780	ZN682_HUMAN	ZNF682
9606.ENSP00000380352	O94830	DDHD2_HUMAN	DDHD2 KIAA0725 SAMWD1
9606.ENSP00000380353	Q5VUG0	SMBT2_HUMAN	SFMBT2 KIAA1617
9606.ENSP00000380402	P25325	THTM_HUMAN	MPST TST2
9606.ENSP00000380437	Q8WUG5	S22AH_HUMAN	SLC22A17 BOCT BOIT
9606.ENSP00000380440	F8WCM5	INSR2_HUMAN	INS-IGF2
9606.ENSP00000380442	Q68DD2	PA24F_HUMAN	PLA2G4F
9606.ENSP00000380450	Q8NFA2	NOXO1_HUMAN	NOXO1 P41NOX SH3PXD5
9606.ENSP00000380460	Q9Y263	PLAP_HUMAN	PLAA PLAP
9606.ENSP00000380479	Q12926	ELAV2_HUMAN	ELAVL2 HUB
9606.ENSP00000380488	Q9HCQ5	GALT9_HUMAN	GALNT9
9606.ENSP00000380489	P02144	MYG_HUMAN	MB
9606.ENSP00000380530	Q13202	DUS8_HUMAN	DUSP8 C11orf81 VH5
9606.ENSP00000380565	P48509	CD151_HUMAN	CD151 TSPAN24
9606.ENSP00000380602	Q8IWV2	CNTN4_HUMAN	CNTN4
9606.ENSP00000380638	Q14289	FAK2_HUMAN	PTK2B FAK2 PYK2 RAFTK
9606.ENSP00000380659	Q9NRA8	4ET_HUMAN	EIF4ENIF1
9606.ENSP00000380666	Q9UM01	YLAT1_HUMAN	SLC7A7
9606.ENSP00000380671	Q147U7	SMCO1_HUMAN	SMCO1 C3orf43
9606.ENSP00000380690	Q6ZP65	BICL1_HUMAN	BICDL1 BICDR1 CCDC64
9606.ENSP00000380697	Q92985	IRF7_HUMAN	IRF7
9606.ENSP00000380718	Q9Y232	CDYL_HUMAN	CDYL CDYL1
9606.ENSP00000380734	Q52LJ0	FA98B_HUMAN	FAM98B
9606.ENSP00000380746	Q8N461	FXL16_HUMAN	FBXL16 C16orf22 FBL16
9606.ENSP00000380781	Q14938	NFIX_HUMAN	NFIX
9606.ENSP00000380785	Q96ED9	HOOK2_HUMAN	HOOK2
9606.ENSP00000380837	P48449	LSS_HUMAN	LSS OSC
9606.ENSP00000380855	Q9BQ51	PD1L2_HUMAN	PDCD1LG2 B7DC CD273 PDCD1L2 PDL2
9606.ENSP00000380878	P48454	PP2BC_HUMAN	PPP3CC CALNA3 CNA3
9606.ENSP00000380903	Q96MS0	ROBO3_HUMAN	ROBO3
9606.ENSP00000380911	Q9Y592	CEP83_HUMAN	CEP83 CCDC41
9606.ENSP00000380948	P05107	ITB2_HUMAN	ITGB2 CD18 MFI7
9606.ENSP00000380958	P02686	MBP_HUMAN	MBP
9606.ENSP00000381007	Q8IVL0	NAV3_HUMAN	NAV3 KIAA0938 POMFIL1 STEERIN3
9606.ENSP00000381008	Q8WXI7	MUC16_HUMAN	MUC16 CA125
9606.ENSP00000381057	P07998	RNAS1_HUMAN	RNASE1 RIB1 RNS1
9606.ENSP00000381058	Q9ULB5	CADH7_HUMAN	CDH7 CDH7L1
9606.ENSP00000381072	P50452	SPB8_HUMAN	SERPINB8 PI8
9606.ENSP00000381097	P54762	EPHB1_HUMAN	EPHB1 ELK EPHT2 HEK6 NET
9606.ENSP00000381105	P0C0P6	NPS_HUMAN	NPS
9606.ENSP00000381129	P32298	GRK4_HUMAN	GRK4 GPRK2L GPRK4
9606.ENSP00000381148	O14595	CTDS2_HUMAN	CTDSP2 NIF2 OS4 SCP2
9606.ENSP00000381185	P10415	BCL2_HUMAN	BCL2
9606.ENSP00000381216	Q92945	FUBP2_HUMAN	KHSRP FUBP2
9606.ENSP00000381293	P46459	NSF_HUMAN	NSF
9606.ENSP00000381333	P34998	CRFR1_HUMAN	CRHR1 CRFR CRFR1 CRHR
9606.ENSP00000381382	P15884	ITF2_HUMAN	TCF4 BHLHB19 ITF2 SEF2
9606.ENSP00000381412	Q9UQM7	KCC2A_HUMAN	CAMK2A CAMKA KIAA0968
9606.ENSP00000381425	Q13368	MPP3_HUMAN	MPP3 DLG3
9606.ENSP00000381429	Q9UFW8	CGBP1_HUMAN	CGGBP1 CGGBP
9606.ENSP00000381436	A8MV65	VGLL3_HUMAN	VGLL3
9606.ENSP00000381461	Q9Y570	PPME1_HUMAN	PPME1 PME1 PP2593 PRO0750
9606.ENSP00000381498	Q8N441	FGRL1_HUMAN	FGFRL1 FGFR5 FHFR UNQ480/PRO943
9606.ENSP00000381549	Q9Y2L6	FRM4B_HUMAN	FRMD4B GRSP1 KIAA1013
9606.ENSP00000381565	O60610	DIAP1_HUMAN	DIAPH1 DIAP1
9606.ENSP00000381601	P20591	MX1_HUMAN	MX1
9606.ENSP00000381631	Q8N5S3	CB073_HUMAN	C2orf73
9606.ENSP00000381654	Q8TB92	HMGC2_HUMAN	HMGCLL1
9606.ENSP00000381703	Q30KQ7	DB113_HUMAN	DEFB113 DEFB13
9606.ENSP00000381736	P25705	ATPA_HUMAN	ATP5F1A ATP5A ATP5A1 ATP5AL2 ATPM
9606.ENSP00000381768	Q9H251	CAD23_HUMAN	CDH23 KIAA1774 KIAA1812 UNQ1894/PRO4340
9606.ENSP00000381785	Q6YN16	HSDL2_HUMAN	HSDL2 C9orf99 SDR13C1
9606.ENSP00000381793	Q13322	GRB10_HUMAN	GRB10 GRBIR KIAA0207
9606.ENSP00000381823	O95486	SC24A_HUMAN	SEC24A
9606.ENSP00000381840	Q6ZN18	AEBP2_HUMAN	AEBP2
9606.ENSP00000381949	Q5TAT6	CODA1_HUMAN	COL13A1
9606.ENSP00000381958	Q8IVT5	KSR1_HUMAN	KSR1 KSR
9606.ENSP00000381968	Q9NUV7	SPTC3_HUMAN	SPTLC3 C20orf38 SPTLC2L
9606.ENSP00000382004	O60716	CTND1_HUMAN	CTNND1 KIAA0384
9606.ENSP00000382083	Q9BXS0	COPA1_HUMAN	COL25A1
9606.ENSP00000382097	A8MYV0	DCD2C_HUMAN	DCDC2C
9606.ENSP00000382177	Q9Y4I1	MYO5A_HUMAN	MYO5A MYH12
9606.ENSP00000382204	Q15652	JHD2C_HUMAN	JMJD1C JHDM2C KIAA1380 TRIP8
9606.ENSP00000382213	Q9NZW4	DSPP_HUMAN	DSPP
9606.ENSP00000382241	Q2KHR3	QSER1_HUMAN	QSER1
9606.ENSP00000382269	Q9ULT8	HECD1_HUMAN	HECTD1 KIAA1131
9606.ENSP00000382342	P33527	MRP1_HUMAN	ABCC1 MRP MRP1
9606.ENSP00000382356	Q2UY09	COSA1_HUMAN	COL28A1 COL28
9606.ENSP00000382423	Q13233	M3K1_HUMAN	MAP3K1 MAPKKK1 MEKK MEKK1
9606.ENSP00000382428	P78352	DLG4_HUMAN	DLG4 PSD95
9606.ENSP00000382492	Q96JH8	RADIL_HUMAN	RADIL KIAA1849
9606.ENSP00000382595	P22234	PUR6_HUMAN	PAICS ADE2 AIRC PAIS
9606.ENSP00000382670	A8MXD5	GRCR1_HUMAN	GRXCR1 DFNB25
9606.ENSP00000382697	Q13464	ROCK1_HUMAN	ROCK1
9606.ENSP00000382707	Q01628	IFM3_HUMAN	IFITM3
9606.ENSP00000382708	A4QMS7	CFA90_HUMAN	CFAP90 C5orf49
9606.ENSP00000382717	Q8NEZ3	WDR19_HUMAN	WDR19 IFT144 KIAA1638
9606.ENSP00000382767	Q68CR1	SE1L3_HUMAN	SEL1L3 KIAA0746
9606.ENSP00000382779	Q96EE3	SEH1_HUMAN	SEH1L SEC13L SEH1
9606.ENSP00000382800	Q13761	RUNX3_HUMAN	RUNX3 AML2 CBFA3 PEBP2A3
9606.ENSP00000382840	O00571	DDX3X_HUMAN	DDX3X DBX DDX3
9606.ENSP00000382972	P63162	RSMN_HUMAN	SNRPN HCERN3 SMN
9606.ENSP00000382976	Q8NA19	LMBL4_HUMAN	L3MBTL4
9606.ENSP00000383044	Q9UHP3	UBP25_HUMAN	USP25 USP21
9606.ENSP00000383115	Q5KU26	COL12_HUMAN	COLEC12 CLP1 NSR2 SCARA4 SRCL
9606.ENSP00000383118	P60953	CDC42_HUMAN	CDC42
9606.ENSP00000383185	Q6ZN28	MACC1_HUMAN	MACC1
9606.ENSP00000383199	Q96PU5	NED4L_HUMAN	NEDD4L KIAA0439 NEDL3
9606.ENSP00000383212	Q2NKQ1	SGSM1_HUMAN	SGSM1 KIAA1941 RUTBC2
9606.ENSP00000383256	Q8IW03	SIAH3_HUMAN	SIAH3
9606.ENSP00000383295	Q8NFP9	NBEA_HUMAN	NBEA BCL8B KIAA1544 LYST2
9606.ENSP00000383303	O60469	DSCAM_HUMAN	DSCAM
9606.ENSP00000383333	Q14149	MORC3_HUMAN	MORC3 KIAA0136 NXP2 ZCWCC3
9606.ENSP00000383392	O15394	NCAM2_HUMAN	NCAM2 NCAM21
9606.ENSP00000383396	Q30KQ4	DB116_HUMAN	DEFB116 DEFB16
9606.ENSP00000383402	Q8TF05	PP4R1_HUMAN	PPP4R1 MEG1 PP4R1
9606.ENSP00000383599	O94967	WDR47_HUMAN	WDR47 KIAA0893
9606.ENSP00000383737	M9MMK7	M9MMK7_HUMAN	DNAH14 hCG_22803
9606.ENSP00000383808	Q5T9S5	CCD18_HUMAN	CCDC18
9606.ENSP00000383931	P40197	GPV_HUMAN	GP5
9606.ENSP00000383949	P55769	NH2L1_HUMAN	SNU13 NHP2L1
9606.ENSP00000383986	Q96GN5	CDA7L_HUMAN	CDCA7L HR1 JPO2 R1
9606.ENSP00000384000	Q96N22	ZN681_HUMAN	ZNF681
9606.ENSP00000384004	P78424	PO6F2_HUMAN	POU6F2 RPF1
9606.ENSP00000384015	O94901	SUN1_HUMAN	SUN1 KIAA0810 UNC84A
9606.ENSP00000384018	Q9Y618	NCOR2_HUMAN	NCOR2 CTG26
9606.ENSP00000384040	Q96PX6	CC85A_HUMAN	CCDC85A KIAA1912
9606.ENSP00000384053	P32927	IL3RB_HUMAN	CSF2RB IL3RB IL5RB
9606.ENSP00000384081	Q9Y2G0	EFR3B_HUMAN	EFR3B KIAA0953
9606.ENSP00000384109	Q13620	CUL4B_HUMAN	CUL4B KIAA0695
9606.ENSP00000384115	Q5TIA1	MEI1_HUMAN	MEI1
9606.ENSP00000384160	Q96EV2	RBM33_HUMAN	RBM33 PRR8
9606.ENSP00000384182	Q8WU76	SCFD2_HUMAN	SCFD2 STXBP1L1
9606.ENSP00000384192	Q8IV61	GRP3_HUMAN	RASGRP3 GRP3 KIAA0846
9606.ENSP00000384193	Q8N3J6	CADM2_HUMAN	CADM2 IGSF4D NECL3
9606.ENSP00000384197	Q6ZMN7	PZRN4_HUMAN	PDZRN4 LNX4 SEMCAP3L
9606.ENSP00000384259	Q9Y4P1	ATG4B_HUMAN	ATG4B APG4B AUTL1 KIAA0943
9606.ENSP00000384264	P29973	CNGA1_HUMAN	CNGA1 CNCG CNCG1
9606.ENSP00000384273	Q04206	TF65_HUMAN	RELA NFKB3
9606.ENSP00000384296	Q03154	ACY1_HUMAN	ACY1
9606.ENSP00000384302	Q15061	WDR43_HUMAN	WDR43 KIAA0007 UTP5
9606.ENSP00000384364	P01303	NPY_HUMAN	NPY
9606.ENSP00000384367	Q719H9	KCTD1_HUMAN	KCTD1 C18orf5
9606.ENSP00000384371	P41182	BCL6_HUMAN	BCL6 BCL5 LAZ3 ZBTB27 ZNF51
9606.ENSP00000384442	Q5QPR4	Q5QPR4_HUMAN	CDK11A
9606.ENSP00000384491	Q8NHQ8	RASF8_HUMAN	RASSF8 C12orf2
9606.ENSP00000384515	Q9HBI1	PARVB_HUMAN	PARVB CGI-56
9606.ENSP00000384537	Q02952	AKA12_HUMAN	AKAP12 AKAP250
9606.ENSP00000384551	P58417	NXPH1_HUMAN	NXPH1 NPH1 Nbla00697
9606.ENSP00000384564	Q8WWX9	SELM_HUMAN	SELENOM SELM
9606.ENSP00000384570	Q9BWT7	CAR10_HUMAN	CARD10 CARMA3
9606.ENSP00000384588	Q9HBI6	CP4FB_HUMAN	CYP4F11
9606.ENSP00000384610	Q6ZV29	PLPL7_HUMAN	PNPLA7 C9orf111
9606.ENSP00000384615	Q9Y6Q2	STON1_HUMAN	STON1 SALF SBLF STN1
9606.ENSP00000384616	Q6UXD7	S49A3_HUMAN	SLC49A3 MFSD7 LP2561 UNQ385/PRO717
9606.ENSP00000384620	Q02297	NRG1_HUMAN	NRG1 GGF HGL HRGA NDF SMDF
9606.ENSP00000384638	P26232	CTNA2_HUMAN	CTNNA2 CAPR
9606.ENSP00000384708	P23945	FSHR_HUMAN	FSHR LGR1
9606.ENSP00000384744	Q96Q80	DERL3_HUMAN	DERL3 C22orf14 DER3 LLN2
9606.ENSP00000384763	P32418	NAC1_HUMAN	SLC8A1 CNC NCX1
9606.ENSP00000384766	B2RC85	R10B2_HUMAN	RSPH10B2
9606.ENSP00000384794	Q9NPC4	A4GAT_HUMAN	A4GALT A14GALT A4GALT1
9606.ENSP00000384823	Q86XK2	FBX11_HUMAN	FBXO11 FBX11 PRMT9 VIT1 UG063H01
9606.ENSP00000384886	P13284	GILT_HUMAN	IFI30 GILT IP30
9606.ENSP00000384952	O15235	RT12_HUMAN	MRPS12 RPMS12 RPSM12
9606.ENSP00000385000	O00139	KIF2A_HUMAN	KIF2A KIF2 KNS2
9606.ENSP00000385019	Q9P0X4	CAC1I_HUMAN	CACNA1I KIAA1120
9606.ENSP00000385021	Q9NW38	FANCL_HUMAN	FANCL PHF9
9606.ENSP00000385028	A1A5C7	S22AN_HUMAN	SLC22A23 C6orf85
9606.ENSP00000385035	P09871	C1S_HUMAN	C1S
9606.ENSP00000385036	P56279	TCL1A_HUMAN	TCL1A TCL1
9606.ENSP00000385080	P16930	FAAA_HUMAN	FAH
9606.ENSP00000385142	Q9ULB1	NRX1A_HUMAN	NRXN1 KIAA0578
9606.ENSP00000385143	Q6UXZ4	UNC5D_HUMAN	UNC5D KIAA1777 UNC5H4 UNQ6012/PRO34692
9606.ENSP00000385205	Q9NRD5	PICK1_HUMAN	PICK1 PRKCABP
9606.ENSP00000385216	Q15788	NCOA1_HUMAN	NCOA1 BHLHE74 SRC1
9606.ENSP00000385285	Q9H0A6	RNF32_HUMAN	RNF32 FKSG33 HSD15
9606.ENSP00000385334	Q9Y6D9	MD1L1_HUMAN	MAD1L1 MAD1 TXBP181
9606.ENSP00000385361	P12018	VPREB_HUMAN	VPREB1 VPREB
9606.ENSP00000385410	Q14978	NOLC1_HUMAN	NOLC1 KIAA0035 NS5ATP13
9606.ENSP00000385451	P21741	MK_HUMAN	MDK MK1 NEGF2
9606.ENSP00000385478	A4D126	ISPD_HUMAN	CRPPA ISPD
9606.ENSP00000385545	Q2KJY2	KI26B_HUMAN	KIF26B
9606.ENSP00000385675	P05231	IL6_HUMAN	IL6 IFNB2
9606.ENSP00000385722	Q8N201	INT1_HUMAN	INTS1 KIAA1440 UNQ1821/PRO3434
9606.ENSP00000385746	P52788	SPSY_HUMAN	SMS
9606.ENSP00000385749	P31321	KAP1_HUMAN	PRKAR1B
9606.ENSP00000385763	Q14914	PTGR1_HUMAN	PTGR1 LTB4DH
9606.ENSP00000385780	Q9Y6T7	DGKB_HUMAN	DGKB DAGK2 KIAA0718
9606.ENSP00000385887	Q9P2S6	ANKY1_HUMAN	ANKMY1 TSAL1 ZMYND13
9606.ENSP00000385923	Q02818	NUCB1_HUMAN	NUCB1 NUC
9606.ENSP00000385927	Q96DB5	RMD1_HUMAN	RMDN1 FAM82B CGI-90
9606.ENSP00000385936	M0R2J8	DCDC1_HUMAN	DCDC1 DCDC5 KIAA1493
9606.ENSP00000385958	P62263	RS14_HUMAN	RPS14 PRO2640
9606.ENSP00000385968	Q9BQ31	KCNS3_HUMAN	KCNS3
9606.ENSP00000386029	P28476	GBRR2_HUMAN	GABRR2
9606.ENSP00000386041	P13533	MYH6_HUMAN	MYH6 MYHCA
9606.ENSP00000386043	Q14766	LTBP1_HUMAN	LTBP1
9606.ENSP00000386049	Q9P267	MBD5_HUMAN	MBD5 KIAA1461
9606.ENSP00000386184	Q8IZ13	F200C_HUMAN	FAM200C Buster3 C5orf54 ZBED8
9606.ENSP00000386187	P13164	IFM1_HUMAN	IFITM1 CD225 IFI17
9606.ENSP00000386200	O15409	FOXP2_HUMAN	FOXP2 CAGH44 TNRC10
9606.ENSP00000386210	P59535	T2R40_HUMAN	TAS2R40 GPR60
9606.ENSP00000386213	Q8WXR4	MYO3B_HUMAN	MYO3B
9606.ENSP00000386227	P23508	CRCM_HUMAN	MCC
9606.ENSP00000386284	P13716	HEM2_HUMAN	ALAD
9606.ENSP00000386289	Q9UBP9	GULP1_HUMAN	GULP1 CED6 GULP
9606.ENSP00000386331	Q13402	MYO7A_HUMAN	MYO7A USH1B
9606.ENSP00000386414	Q9H4I0	RD21L_HUMAN	RAD21L1 RAD21L
9606.ENSP00000386439	Q9H7C4	SYNCI_HUMAN	SYNC SYNC1
9606.ENSP00000386443	O43493	TGON2_HUMAN	TGOLN2 TGN46 TGN51
9606.ENSP00000386458	O75400	PR40A_HUMAN	PRPF40A FBP11 FLAF1 FNBP3 HIP10 HYPA HSPC225
9606.ENSP00000386541	O00487	PSDE_HUMAN	PSMD14 POH1
9606.ENSP00000386559	P01732	CD8A_HUMAN	CD8A MAL
9606.ENSP00000386597	Q9H3H5	GPT_HUMAN	DPAGT1 DPAGT2
9606.ENSP00000386636	P05455	LA_HUMAN	SSB
9606.ENSP00000386651	Q8NI22	MCFD2_HUMAN	MCFD2 SDNSF
9606.ENSP00000386655	H7BZ11	H7BZ11_HUMAN	RPL36A-HNRNPH2
9606.ENSP00000386711	Q96N16	JKIP1_HUMAN	JAKMIP1 GABABRBP JAMIP1 MARLIN1
9606.ENSP00000386717	P62899	RL31_HUMAN	RPL31
9606.ENSP00000386722	O94868	FCSD2_HUMAN	FCHSD2 KIAA0769 SH3MD3
9606.ENSP00000386834	P51826	AFF3_HUMAN	AFF3 LAF4
9606.ENSP00000386857	P63267	ACTH_HUMAN	ACTG2 ACTA3 ACTL3 ACTSG
9606.ENSP00000386869	O43151	TET3_HUMAN	TET3 KIAA0401
9606.ENSP00000386881	O75923	DYSF_HUMAN	DYSF FER1L1
9606.ENSP00000386884	P61073	CXCR4_HUMAN	CXCR4
9606.ENSP00000386911	P42331	RHG25_HUMAN	ARHGAP25 KIAA0053
9606.ENSP00000386972	Q16602	CALRL_HUMAN	CALCRL CGRPR
9606.ENSP00000386992	Q9UI26	IPO11_HUMAN	IPO11 RANBP11
9606.ENSP00000387091	Q70YC5	ZN365_HUMAN	ZNF365 DBZ KIAA0844
9606.ENSP00000387128	O14513	NCKP5_HUMAN	NCKAP5 ERIH NAP5
9606.ENSP00000387164	Q9H3G5	CPVL_HUMAN	CPVL VLP PSEC0124 UNQ197/PRO223
9606.ENSP00000387170	Q6Y7W6	GGYF2_HUMAN	GIGYF2 KIAA0642 PERQ2 TNRC15
9606.ENSP00000387211	Q13478	IL18R_HUMAN	IL18R1 IL1RRP
9606.ENSP00000387261	Q9H939	PPIP2_HUMAN	PSTPIP2
9606.ENSP00000387262	Q16891	MIC60_HUMAN	IMMT HMP MIC60 MINOS2 PIG4 PIG52
9606.ENSP00000387282	P52594	AGFG1_HUMAN	AGFG1 HRB RAB RIP
9606.ENSP00000387286	P62820	RAB1A_HUMAN	RAB1A RAB1
9606.ENSP00000387356	P16112	PGCA_HUMAN	ACAN AGC1 CSPG1 MSK16
9606.ENSP00000387498	Q10981	FUT2_HUMAN	FUT2 SEC2
9606.ENSP00000387699	P16220	CREB1_HUMAN	CREB1
9606.ENSP00000387784	Q07889	SOS1_HUMAN	SOS1
9606.ENSP00000387822	Q58F21	BRDT_HUMAN	BRDT
9606.ENSP00000388001	P00973	OAS1_HUMAN	OAS1 OIAS
9606.ENSP00000388107	P62987	RL40_HUMAN	UBA52 UBCEP2
9606.ENSP00000388169	P59998	ARPC4_HUMAN	ARPC4 ARC20
9606.ENSP00000388293	Q8NFU3	TSTD1_HUMAN	TSTD1 KAT
9606.ENSP00000388320	Q2VPK5	CTU2_HUMAN	CTU2 C16orf84 NCS2
9606.ENSP00000388325	P55268	LAMB2_HUMAN	LAMB2 LAMS
9606.ENSP00000388337	P60059	SC61G_HUMAN	SEC61G
9606.ENSP00000388510	P13631	RARG_HUMAN	RARG NR1B3
9606.ENSP00000388552	A0A0A6YYI9	A0A0A6YYI9_HUMAN	RBM14-RBM4
9606.ENSP00000388620	O95936	EOMES_HUMAN	EOMES TBR2
9606.ENSP00000388658	O75746	S2512_HUMAN	SLC25A12 AGC1 ARALAR1
9606.ENSP00000388940	Q99081	HTF4_HUMAN	TCF12 BHLHB20 HEB HTF4
9606.ENSP00000388996	Q9BXS5	AP1M1_HUMAN	AP1M1 CLTNM
9606.ENSP00000389103	P62750	RL23A_HUMAN	RPL23A
9606.ENSP00000389140	P43146	DCC_HUMAN	DCC IGDCC1
9606.ENSP00000389160	Q86Y39	NDUAB_HUMAN	NDUFA11
9606.ENSP00000389241	Q9BPW9	DHRS9_HUMAN	DHRS9 RDH15 SDR9C4 UNQ835/PRO1773
9606.ENSP00000389326	Q9BYF1	ACE2_HUMAN	ACE2 UNQ868/PRO1885
9606.ENSP00000389377	O95644	NFAC1_HUMAN	NFATC1 NFAT2 NFATC
9606.ENSP00000389414	P24557	THAS_HUMAN	TBXAS1 CYP5 CYP5A1 TXAS
9606.ENSP00000389445	Q14157	UBP2L_HUMAN	UBAP2L KIAA0144 NICE4
9606.ENSP00000389588	Q9P283	SEM5B_HUMAN	SEMA5B KIAA1445 SEMAG UNQ5867/PRO34001
9606.ENSP00000389630	Q7Z388	D19L4_HUMAN	DPY19L4
9606.ENSP00000389631	O15143	ARC1B_HUMAN	ARPC1B ARC41
9606.ENSP00000389649	P18859	ATP5J_HUMAN	ATP5PF ATP5A ATP5J ATPM
9606.ENSP00000389787	Q96S99	PKHF1_HUMAN	PLEKHF1 APPD LAPF ZFYVE15
9606.ENSP00000389870	O60479	DLX3_HUMAN	DLX3
9606.ENSP00000390084	Q6ZSJ9	SHSA6_HUMAN	SHISA6
9606.ENSP00000390265	O75874	IDHC_HUMAN	IDH1 PICD
9606.ENSP00000390431	Q5SQ91	Q5SQ91_HUMAN	HLA-DQB2
9606.ENSP00000390436	P10070	GLI2_HUMAN	GLI2 THP
9606.ENSP00000390475	Q9P0U4	CXXC1_HUMAN	CXXC1 CFP1 CGBP PCCX1 PHF18
9606.ENSP00000390600	Q9Y5Y9	SCNAA_HUMAN	SCN10A
9606.ENSP00000390621	Q587J7	TDR12_HUMAN	TDRD12 ECAT8
9606.ENSP00000390637	Q13336	UT1_HUMAN	SLC14A1 HUT11 JK RACH1 UT1 UTE
9606.ENSP00000390651	Q9NWZ3	IRAK4_HUMAN	IRAK4
9606.ENSP00000390783	Q8WVM8	SCFD1_HUMAN	SCFD1 C14orf163 KIAA0917 STXBP1L2 FKSG23
9606.ENSP00000391211	P35998	PRS7_HUMAN	PSMC2 MSS1
9606.ENSP00000391227	Q3V5L5	MGT5B_HUMAN	MGAT5B KIAA2008
9606.ENSP00000391311	Q99719	SEPT5_HUMAN	SEPTIN5 PNUTL1 SEPT5
9606.ENSP00000391481	P29401	TKT_HUMAN	TKT
9606.ENSP00000391583	Q9HBI0	PARVG_HUMAN	PARVG
9606.ENSP00000391592	P29350	PTN6_HUMAN	PTPN6 HCP PTP1C
9606.ENSP00000391669	P56945	BCAR1_HUMAN	BCAR1 CAS CASS1 CRKAS
9606.ENSP00000391676	P52333	JAK3_HUMAN	JAK3
9606.ENSP00000391826	P01344	IGF2_HUMAN	IGF2 PP1446
9606.ENSP00000392028	Q9P2D1	CHD7_HUMAN	CHD7 KIAA1416
9606.ENSP00000392065	Q96D71	REPS1_HUMAN	REPS1
9606.ENSP00000392094	Q15029	U5S1_HUMAN	EFTUD2 KIAA0031 SNRP116
9606.ENSP00000392147	Q5T1S7	Q5T1S7_HUMAN	PPP6C
9606.ENSP00000392252	A6PVC2	TTLL8_HUMAN	TTLL8
9606.ENSP00000392270	Q9Y3F4	STRAP_HUMAN	STRAP MAWD UNRIP
9606.ENSP00000392330	P51572	BAP31_HUMAN	BCAP31 BAP31 DXS1357E
9606.ENSP00000392423	P78509	RELN_HUMAN	RELN
9606.ENSP00000392500	Q8N2Q7	NLGN1_HUMAN	NLGN1 KIAA1070
9606.ENSP00000392617	Q92925	SMRD2_HUMAN	SMARCD2 BAF60B PRO2451
9606.ENSP00000392709	P28331	NDUS1_HUMAN	NDUFS1
9606.ENSP00000392762	P40126	TYRP2_HUMAN	DCT TYRP2
9606.ENSP00000392770	Q9H2W1	M4A6A_HUMAN	MS4A6A 4SPAN3 CD20L3 MS4A6 CDA01 MSTP090
9606.ENSP00000392812	Q8WYR1	PI3R5_HUMAN	PIK3R5
9606.ENSP00000392828	Q86YR5	GPSM1_HUMAN	GPSM1 AGS3
9606.ENSP00000392985	Q9BUP3	HTAI2_HUMAN	HTATIP2 CC3 TIP30
9606.ENSP00000393154	Q8NCQ5	FBX15_HUMAN	FBXO15 FBX15
9606.ENSP00000393183	Q9Y4B6	DCAF1_HUMAN	DCAF1 KIAA0800 RIP VPRBP
9606.ENSP00000393241	P62269	RS18_HUMAN	RPS18 D6S218E
9606.ENSP00000393275	Q8WY41	NANO1_HUMAN	NANOS1 NOS1
9606.ENSP00000393379	O60282	KIF5C_HUMAN	KIF5C KIAA0531 NKHC2
9606.ENSP00000393511	Q6H8Q1	ABLM2_HUMAN	ABLIM2 KIAA1808
9606.ENSP00000393557	Q9Y6R1	S4A4_HUMAN	SLC4A4 NBC NBC1 NBCE1
9606.ENSP00000393559	Q86VP3	PACS2_HUMAN	PACS2 KIAA0602 PACS1L
9606.ENSP00000393566	P20036	DPA1_HUMAN	HLA-DPA1 HLA-DP1A HLASB
9606.ENSP00000393596	Q9NR09	BIRC6_HUMAN	BIRC6 KIAA1289
9606.ENSP00000393719	Q6ZS10	CL17A_HUMAN	CLEC17A
9606.ENSP00000393776	Q0JRZ9	FCHO2_HUMAN	FCHO2
9606.ENSP00000393832	B7ZBB8	PP13G_HUMAN	PPP1R3G
9606.ENSP00000393952	Q5SRH9	TT39A_HUMAN	TTC39A C1orf34 KIAA0452
9606.ENSP00000393978	Q9BZL6	KPCD2_HUMAN	PRKD2 PKD2 HSPC187
9606.ENSP00000394033	O95069	KCNK2_HUMAN	KCNK2 TREK TREK1
9606.ENSP00000394071	P31150	GDIA_HUMAN	GDI1 GDIL OPHN2 RABGDIA XAP4
9606.ENSP00000394085	Q6NYC1	JMJD6_HUMAN	JMJD6 KIAA0585 PSR PTDSR
9606.ENSP00000394178	Q6ZP80	TM182_HUMAN	TMEM182 UNQ6974/PRO21957
9606.ENSP00000394248	A6NP11	ZN716_HUMAN	ZNF716
9606.ENSP00000394352	Q155Q3	DIXC1_HUMAN	DIXDC1 CCD1 KIAA1735
9606.ENSP00000394390	Q96SI1	KCD15_HUMAN	KCTD15
9606.ENSP00000394485	Q5T2W1	NHRF3_HUMAN	PDZK1 CAP70 NHERF3 PDZD1
9606.ENSP00000394496	Q9ULV4	COR1C_HUMAN	CORO1C CRN2 CRNN4
9606.ENSP00000394546	Q5SYE7	NHSL1_HUMAN	NHSL1 C6orf63 KIAA1357
9606.ENSP00000394560	P45984	MK09_HUMAN	MAPK9 JNK2 PRKM9 SAPK1A
9606.ENSP00000394720	Q9NPR2	SEM4B_HUMAN	SEMA4B KIAA1745 SEMAC UNQ749/PRO1480
9606.ENSP00000394757	Q92618	ZN516_HUMAN	ZNF516 KIAA0222
9606.ENSP00000394794	Q12923	PTN13_HUMAN	PTPN13 PNP1 PTP1E PTPL1
9606.ENSP00000394842	P28676	GRAN_HUMAN	GCA GCL
9606.ENSP00000394888	Q8NF50	DOCK8_HUMAN	DOCK8
